Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
EELS Spectrometer,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='TEM'].schema:hasPart[schema:additionalType='EELS Spectrometer'].schema:description,authored,,instrument component,
Imaging and Diffraction Detectors,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='TEM'].schema:hasPart[schema:additionalType='Imaging Detector'].schema:description,authored,,instrument component,
4D-STEM Detector,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='TEM'].schema:hasPart[schema:additionalType='4D-STEM Detector'].schema:description,authored,,instrument component,
Acquisition Software,Basic,Editable,Text (free),,module,,placement owned by Module Core,
Acquisition Software,Basic,Editable,Text (free),,module,,placement owned by Module Core,
SAED Pattern Simulation Software,Advanced,Editable,Text (free),$MethodDefinition.bios:computationalTool[ada:toolRole='dataReduction'].schema:name,authored,,"candidate for bios:computationalTool[ada:toolRole=...]; only 'acquisition' and 'dataReduction' roles exist, so a new token is a vocabulary decision",
SAED Pattern Simulation Software,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.bios:computationalTool[ada:toolRole='dataReduction'].schema:name,authored,,"candidate for bios:computationalTool[ada:toolRole=...]; only 'acquisition' and 'dataReduction' roles exist, so a new token is a vocabulary decision",
Data Processing Software(s),Basic,Editable,Text (free),,module,,placement owned by Module Core,
Data Processing Software(s),Basic,Editable,Text (free),,module,,placement owned by Module Core,
Analytical Mode,Basic,Read-Only,Controlled list,,module,,placement owned by Module Core,
Accelerating Voltage,Basic,Editable,Numeric (kV),$MethodDefinition.schema:instrument[schema:additionalType='TEM'].ada:acceleratingVoltageDefault,authored,,dual-home: instrument default + per-analysis value,
Accelerating Voltage,Basic,Editable,Numeric (kV),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='TEM'].schema:additionalProperty[schema:name='Accelerating Voltage'].schema:value,authored,,tier rule: analysis value is an additionalProperty on the instrument,
Analytical Sub-mode,Basic,Editable,Controlled list,$MethodDefinition.ada:analyticalSubModeDefault,inferred,,,
Analytical Sub-mode,Basic,Editable,Controlled list,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Analytical Sub-mode'].schema:value,inferred,,,
TEM Objective Aperture,Advanced,Editable,Text (free),"$MethodDefinition.schema:instrument[schema:additionalType='TEM'].schema:additionalProperty[schema:name='TEM Objective Aperture'].schema:defaultValue
",authored,,,
TEM Objective Aperture,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:used.schema:instrument[schema:additionalType='TEM'].schema:additionalProperty[schema:name='TEM Objective Aperture'].schema:value,authored,,,
EFTEM Energy Window,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='EFTEM Energy Window'].schema:defaultValue,inferred,,,
EFTEM Energy Window,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EFTEM Energy Window'].schema:value,inferred,,,
HAADF Collection Angles,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='HAADF Collection Angles'].schema:defaultValue,inferred,,,
HAADF Collection Angles,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='HAADF Collection Angles'].schema:value,inferred,,,
Convergence Semi-Angle,Basic,Read-Only,Numeric (mrad),$MethodDefinition.ada:convergenceSemiAngle,inferred,,,
STEM Probe Diameter,Advanced,Editable,Numeric (nm),$MethodDefinition.schema:additionalProperty[schema:name='STEM Probe Diameter'].schema:defaultValue,inferred,,,
STEM Probe Diameter,Advanced,Editable,Numeric (nm),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='STEM Probe Diameter'].schema:value,inferred,,,
STEM Probe Current,Advanced,Editable,Numeric (pA or nA),$MethodDefinition.schema:additionalProperty[schema:name='STEM Probe Current'].schema:defaultValue,inferred,,,
STEM Probe Current,Advanced,Editable,Numeric (pA or nA),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='STEM Probe Current'].schema:value,inferred,,,
STEM Dwell Time per Pixel,Basic,Editable,Numeric (ms),$MethodDefinition.ada:stemDwellTimePerPixelDefault,inferred,,,
STEM Dwell Time per Pixel,Basic,Editable,Numeric (ms),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='STEM Dwell Time per Pixel'].schema:value,inferred,,,
STEM Scan Dimensions,Advanced,Editable,Numeric pair (pixels x pixels),$MethodDefinition.schema:additionalProperty[schema:name='STEM Scan Dimensions'].schema:defaultValue,inferred,,,
STEM Scan Dimensions,Advanced,Editable,Numeric pair (pixels x pixels),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='STEM Scan Dimensions'].schema:value,inferred,,,
STEM Frame Averaging,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='STEM Frame Averaging'].schema:defaultValue,inferred,,,
STEM Frame Averaging,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='STEM Frame Averaging'].schema:value,inferred,,,
Camera Length,Basic,Editable,Numeric (mm),$MethodDefinition.ada:cameraLengthDefault,inferred,,,
Camera Length,Basic,Editable,Numeric (mm),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Camera Length'].schema:value,inferred,,,
Selected-Area Aperture Size,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Selected-Area Aperture Size'].schema:defaultValue,inferred,,,
Selected-Area Aperture Size,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Selected-Area Aperture Size'].schema:value,inferred,,,
Precession Angle,Advanced,Editable,Numeric (degrees),$MethodDefinition.schema:additionalProperty[schema:name='Precession Angle'].schema:defaultValue,inferred,,,
Precession Angle,Advanced,Editable,Numeric (degrees),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Precession Angle'].schema:value,inferred,,,
4D-STEM Scan Grid and Area,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='4D-STEM Scan Grid and Area'].schema:defaultValue,inferred,,,
4D-STEM Scan Grid and Area,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='4D-STEM Scan Grid and Area'].schema:value,inferred,,,
4D-STEM Dwell Time per Probe Position,Advanced,Editable,Numeric (ms),$MethodDefinition.schema:additionalProperty[schema:name='4D-STEM Dwell Time per Probe Position'].schema:defaultValue,inferred,,,
4D-STEM Dwell Time per Probe Position,Advanced,Editable,Numeric (ms),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='4D-STEM Dwell Time per Probe Position'].schema:value,inferred,,,
Diffraction Camera Length Calibration Method,Advanced,Editable,Controlled list,$MethodDefinition.schema:additionalProperty[schema:name='Diffraction Camera Length Calibration Method'].schema:defaultValue,inferred,,,
Diffraction Camera Length Calibration Method,Advanced,Editable,Controlled list,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Diffraction Camera Length Calibration Method'].schema:value,inferred,,,
EDS Acquisition Mode,Basic,Editable,Controlled list,$MethodDefinition.ada:edsAcquisitionModeDefault,inferred,,,
EDS Acquisition Mode,Basic,Editable,Controlled list,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EDS Acquisition Mode'].schema:value,inferred,,,
EDS Live Time per Point or Pixel,Advanced,Editable,Numeric (s),$MethodDefinition.schema:additionalProperty[schema:name='EDS Live Time per Point or Pixel'].schema:defaultValue,inferred,,,
EDS Live Time per Point or Pixel,Advanced,Editable,Numeric (s),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EDS Live Time per Point or Pixel'].schema:value,inferred,,,
EDS Energy Range,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='EDS Energy Range'].schema:defaultValue,inferred,,,
EDS Energy Range,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EDS Energy Range'].schema:value,inferred,,,
EDS Quantification Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:edsQuantificationMethod,inferred,,,
Analyte,Basic,Editable,Text (free),,module,,placement owned by Module Analyte,defines: analyte
Reported Variables and Units,Basic,Read-Only,Text (free),,module,,placement owned by Module Core,defines: reported property
EELS Acquisition Mode,Basic,Editable,Controlled list,$MethodDefinition.ada:eelsAcquisitionModeDefault,inferred,,,
EELS Acquisition Mode,Basic,Editable,Controlled list,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EELS Acquisition Mode'].schema:value,inferred,,,
EELS Edges,Basic,Editable,Text (free),$MethodDefinition.ada:eelsEdgesDefault[],authored,,,defines: channel per analyte
EELS Edges,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EELS Edges'].schema:value,authored,,tier rule: session parameter is an additionalProperty on the analysis,defines: channel per analyte
EELS Collection Semi-Angle,Basic,Read-Only,Numeric (mrad),$MethodDefinition.ada:eelsCollectionSemiAngle,inferred,,,
EELS Energy Dispersion,Advanced,Read-Only,Numeric (eV/channel),$MethodDefinition.schema:additionalProperty[schema:name='EELS Energy Dispersion'].schema:value,inferred,,,
EELS Energy Resolution,Advanced,Read-Only,Numeric (eV FWHM),$MethodDefinition.schema:additionalProperty[schema:name='EELS Energy Resolution'].schema:value,inferred,,,
EELS Acquisition Time per Spectrum,Basic,Editable,Numeric (s),$MethodDefinition.ada:eelsAcquisitionTimePerSpectrumDefault,inferred,,,
EELS Acquisition Time per Spectrum,Basic,Editable,Numeric (s),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EELS Acquisition Time per Spectrum'].schema:value,inferred,,,
EELS Energy Loss Range,Basic,Editable,Text (free),$MethodDefinition.ada:eelsEnergyLossRangeDefault,inferred,,,
EELS Energy Loss Range,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EELS Energy Loss Range'].schema:value,inferred,,,
Phase Identification Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:phaseIdentificationMethod,inferred,,,sample > sampling unit
4D-STEM Orientation Mapping Method,Advanced,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='4D-STEM Orientation Mapping Method'].schema:value,inferred,,,
EELS Background Subtraction Method,Advanced,Editable,Controlled list,$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,,triage decision (reviewer),channel
EELS Background Subtraction Method,Advanced,Editable,Controlled list,$Dataset.schema:variableMeasured[schema:name='BackgroundSubtractionMethod'],authored,,reported-property alternate: used when the item is in the defines: reported property list,channel
EELS Plural Scattering Correction,Advanced,Editable,Controlled list,"$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data Reduction'].schema:additionalProperty[schema:name='EELS Plural Scattering Correction'].schema:defaultValue
",authored,,,
EELS Plural Scattering Correction,Advanced,Editable,Controlled list,$Dataset.prov:wasGeneratedBy..schema:actionProcess.schema:step[schema:name='Data Reduction'].schema:additionalProperty[schema:name='EELS Plural Scattering Correction'].schema:value,authored,,,
EDS Spectral Processing Type,Advanced,Read-Only,Controlled list,$MethodDefinition.schema:additionalProperty[schema:name='EDS Spectral Processing Type'].schema:value,inferred,,,
Image Processing Methods Applied,Advanced,Editable,Text (free),"$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data Reduction'].schema:additionalProperty[schema:name='Image Processing Methods Applied'].schema:defaultValue
",inferred,,,
Image Processing Methods Applied,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy..schema:actionProcess.schema:step[schema:name='Data Reduction'].schema:additionalProperty[schema:name='Image Processing Methods Applied'].schema:value,inferred,,,
Specimen Thickness Determination Method,Advanced,Editable,Controlled list,$MethodDefinition.schema:additionalProperty[schema:name='Specimen Thickness Determination Method'].schema:defaultValue,inferred,,,
Specimen Thickness Determination Method,Advanced,Editable,Controlled list,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Specimen Thickness Determination Method'].schema:value,inferred,,,
Calibration Factor and Determination Method,Basic,Editable,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='Calibration Factor and Determination Method'].schema:defaultValue,authored,,,reported property
Calibration Factor and Determination Method,Basic,Editable,Text (free),$Dataset.schema:variableMeasured[schema:name='Calibration Factor and Determination Method'].schema:value,authored,,,reported property
Calibration Factor and Determination Method,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data Reduction'].ada:calibrationFactorAndDeterminationMethodDefault,authored,,,
Calibration Factor and Determination Method,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data Reduction'].schema:additionalProperty[schema:name='Calibration Factor and Determination Method'].schema:value,authored,,,
Analysis Inclusion and Rejection Criteria,Basic,Basic,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Analysis Inclusion and Rejection Criteria'].schema:defaultValue,authored,,reviewer: the EPMA/SEM data-reduction step parameter is correct,
Constants and Reference Values Used,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:defaultValue,authored,,triage decision (reviewer),
Constants and Reference Values Used,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:value,authored,,triage decision (reviewer),
EDS Calibration Standard(s),Basic,Editable,Text (free),$MethodDefinition.ada:edsCalibrationStandardDefault,inferred,,,
EDS Calibration Standard(s),Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EDS Calibration Standard(s)'].schema:value,inferred,,,
EELS Energy Calibration,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='EELS Energy Calibration'].schema:defaultValue,inferred,,,
EELS Energy Calibration,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EELS Energy Calibration'].schema:value,inferred,,,
Diffraction Calibration Reference,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Diffraction Calibration Reference'].schema:defaultValue,inferred,,,
Diffraction Calibration Reference,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Diffraction Calibration Reference'].schema:value,inferred,,,
EDS Detection Limit,Advanced,Basic,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='EDS Detection Limit'].schema:defaultValue,inferred,,,
EDS Detection Limit,Advanced,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EDS Detection Limit'].schema:value,inferred,,,
EDS Detection Limit,Advanced,Basic,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='EDS Detection Limit'].schema:defaultValue,inferred,,,reported property
EDS Detection Limit,Advanced,Basic,Text (free),$Dataset.schema:variableMeasured[schema:name='EDS Detection Limit'].schema:value,inferred,,,reported property
EDS Counting Statistics / Accumulation Criterion,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='EDS Counting Statistics / Accumulation Criterion'].schema:defaultValue,inferred,,,
EDS Counting Statistics / Accumulation Criterion,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EDS Counting Statistics / Accumulation Criterion'].schema:value,inferred,,,
EDS Dead Time,N/A,Basic,Numeric (%),$Dataset.prov:wasGeneratedBy.ada:deadTime,authored,,analysis-instance (needs mapping),
EELS Sensitivity and Detection Limit,Advanced,Basic,Text (free),$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,,triage decision (reviewer),channel
EELS Sensitivity and Detection Limit,Advanced,Basic,Text (free),$Dataset.schema:variableMeasured[schema:name='sensitivityDetectionLimit'],authored,,reported-property alternate: used when the item is in the defines: reported property list,channel
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,module,,"placement owned by Module Aggregation (reviewer's rule: dqv:hasQualityMeasurement by default, the reported-property variableMeasured list only when keyed and a reportedProperties list is defined)",reported property
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,module,,placement owned by Module Aggregation,
Additional Notes,Advanced,Advanced,Text (free),,module,,placement owned by Module Core,
Additional Notes,Advanced,Advanced,Text (free),,module,,placement owned by Module Core,
Session Identifier,N/A,Basic,Text (free),,module,,placement owned by Module Core,
