Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
SE Detector Type,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:hasPart[schema:additionalType='SE Detector'].schema:name,authored,shared,,
BSE Detector Type,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:hasPart[schema:additionalType='BSE Detector'].schema:name,authored,shared,,
Acquisition Software,Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Acquisition Software,Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Data Processing Software(s),Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Data Processing Software(s),Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Analytical Mode,Basic,Read-Only,Controlled list,,module,shared,placement owned by Module Core,
Reported Variables and Units,Basic,Read-Only,Text (free),,module,,placement owned by Module Core,defines: reported property
Accelerating Voltage,Basic,Editable,Numeric (kV),$MethodDefinition.schema:instrument[schema:additionalType='SEM'].ada:acceleratingVoltageDefault,authored,divergent,divergence decision applied,
Accelerating Voltage,Basic,Editable,Numeric (kV),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='SEM'].schema:additionalProperty[schema:name='Accelerating Voltage'].schema:value,inferred,divergent,tier rule: analysis value is an additionalProperty on the instrument,
Beam Current,Basic,Editable,Numeric (nA),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,divergence decision applied,
Working Distance,Basic,Editable,Numeric (mm),$MethodDefinition.schema:instrument[schema:additionalType='SEM'].ada:workingDistanceDefault,authored,shared,divergence decision applied,
Working Distance,Basic,Editable,Numeric (mm),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='SEM'].schema:additionalProperty[schema:name='Working Distance'].schema:value,inferred,shared,tier rule: analysis value is an additionalProperty on the instrument,
Dwell Time per Pixel,Basic,Editable,Numeric + unit,$MethodDefinition.ada:dwellTimePerPixelDefault,authored,shared,divergence decision applied,
Dwell Time per Pixel,Basic,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Dwell Time per Pixel'].schema:value,inferred,shared,dual-home counterpart (tier matrix),
Protective Coating Deposition,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Protective Coating Deposition'].schema:defaultValue,authored,,dual-home decision: protocol default,
Protective Coating Deposition,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Protective Coating Deposition'].schema:value,authored,,dual-home decision: analysis-tier value,
Coarse Milling Conditions,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].ada:coarseMillingConditionsDefault,authored,,triage decision (reviewer),
Coarse Milling Conditions,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Coarse Milling Conditions'].schema:value,authored,,triage decision (reviewer),
Fine Polishing Conditions,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:additionalProperty[schema:name='Fine Polishing Conditions'].schema:defaultValue,authored,,dual-home decision: protocol default,
Fine Polishing Conditions,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:additionalProperty[schema:name='Fine Polishing Conditions'].schema:value,authored,,dual-home decision: analysis-tier value,
Foil Thickness,Basic,Editable,Numeric + unit,$MethodDefinition.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:additionalProperty[schema:name='Foil Thickness'].schema:defaultValue,authored,,dual-home decision: protocol default,
Foil Thickness,Basic,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:additionalProperty[schema:name='Foil Thickness'].schema:value,authored,,dual-home decision: analysis-tier value,
Lift-out Method,Basic,Read-Only,Controlled list,$MethodDefinition.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:additionalProperty[schema:name='Lift Out Method'].schema:value,authored,,,
Ion Milling Conditions (3D Tomography),Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:description,authored,,dual-home decision: protocol default,
Ion Milling Conditions (3D Tomography),Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:description,authored,,dual-home decision: analysis-tier value,
Slice Thickness,Basic,Editable,Numeric (nm),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:additionalProperty[schema:name='Slice Thickness'].schema:defaultValue,authored,,dual-home decision: protocol default,
Slice Thickness,Basic,Editable,Numeric (nm),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Ion milling'].schema:additionalProperty[schema:name='Slice Thickness'].schema:value,authored,,dual-home decision: analysis-tier value,
Voxel Size and Image Stack Dimensions,N/A,Basic,Text (free),$Dataset.ada:voxelSize,authored,,,
3D Image Registration,Basic,Editable,Text (free),$MethodDefinition.ada:imageRegistration3DDefault,authored,,triage decision (reviewer),
3D Image Registration,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Image Registration 3D'].schema:value,authored,,triage decision (reviewer),
3D Segmentation Method,Basic,Editable,Text (free),$MethodDefinition.ada:segmentationMethod3DDefault,authored,,triage decision (reviewer),
3D Segmentation Method,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Segmentation Method 3D'].schema:value,authored,,triage decision (reviewer),
Constants and Reference Values Used,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:defaultValue,authored,,"data-reduction step parameter, following geochronTAPP",
Constants and Reference Values Used,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:value,authored,,"data-reduction step parameter, following geochronTAPP",
Additional Notes,Advanced,Advanced,Text (free),,module,shared,placement owned by Module Core,
Additional Notes,Advanced,Advanced,Text (free),,module,shared,placement owned by Module Core,
