Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
Beam Diameter,Basic,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='SEM'].schema:additionalProperty[schema:name='Beam Diameter'].schema:value,authored,divergent,tier rule: analysis value is an additionalProperty on the instrument,
Beam Mode,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='SEM'].ada:beamMode,authored,divergent,,
Beam Raster Dimensions,Advanced,Editable,Numeric + unit,$MethodDefinition.schema:additionalProperty[schema:name='Beam Raster Dimensions'].schema:defaultValue,authored,shared,divergence decision applied,
Beam Raster Dimensions,Advanced,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Beam Raster Dimensions'].schema:value,inferred,shared,dual-home counterpart (tier matrix),
Blank Correction,Advanced,Editable,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],keyed,shared,,analyte
BSE Detector Type,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:hasPart[schema:additionalType='BSEDetector'].schema:name,authored,,reviewer: use the instrument hasPart[BSEDetector] form,
Calibration Factor and Determination Method,Basic,Editable,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='Calibration Factor and Determination Method'].schema:defaultValue,keyed,,,reported property
Calibration Factor and Determination Method,Basic,Editable,Text (free),$Dataset.schema:variableMeasured[schema:name='Calibration Factor and Determination Method'].schema:value,keyed,,,reported property
Chamber Pressure,Advanced,Editable,Numeric + unit,$MethodDefinition.schema:additionalProperty[schema:name='Chamber Pressure'].schema:defaultValue,authored,,,
Chamber Pressure,Advanced,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Chamber Pressure'].schema:value,authored,,new in this revision (needs mapping),
CL Acquisition Mode,Basic,Read-Only,Controlled list,$MethodDefinition.ada:clAcquisitionMode,authored,,new in this revision (needs mapping),
CL Detector Configuration,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:additionalProperty[schema:name='CL Detector Configuration'].schema:value,authored,,triage decision (reviewer),
CL Grating,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:additionalProperty[schema:name='CL Grating'].schema:value,authored,,triage decision (reviewer),
CL Integration Time,Basic,Editable,Numeric + unit,$MethodDefinition.ada:clIntegrationTimeDefault,authored,,,
CL Integration Time,Basic,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='CL Integration Time'].schema:value,authored,,new in this revision (needs mapping),
CL Wavelength Calibration Reference,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='CL Wavelength Calibration Reference'].schema:defaultValue,authored,,,
CL Wavelength Calibration Reference,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='CL Wavelength Calibration Reference'].schema:value,authored,,new in this revision (needs mapping),
CL Wavelength Range,Basic,Read-Only,Numeric pair (nm),$MethodDefinition.ada:clWavelengthRange,authored,,new in this revision (needs mapping),
Coarse Milling Conditions,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].ada:coarseMillingConditionsDefault,authored,,,
Coarse Milling Conditions,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Coarse Milling Conditions'].schema.value,authored,,new in this revision (needs mapping),
Constants and Reference Values Used,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:defaultValue,authored,,"data-reduction step parameter, following geochronTAPP",
Constants and Reference Values Used,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:value,authored,,"data-reduction step parameter, following geochronTAPP",
Counting Statistics Error,Advanced,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,per-element in electron-beam techniques; ICP-MS keeps the per-run scalar,sample > sampling unit x reported property
Coupled Dataset or Publication Reference,N/A,Advanced,URI / DOI / Text,$Dataset.schema:relatedLink[schema:linkRelationship='coupledDataset'].schema:target,inferred,shared,,
Coupled Procedure DOI,N/A,Advanced,URI / DOI,$Dataset.schema:relatedLink[schema:linkRelationship='coupledProcedure'].schema:target.schema:url,inferred,shared,,
Coupled Technique(s),Advanced,Editable,Controlled list / Text,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,authored,shared,dual-home decision: protocol default,
Coupled Technique(s),Advanced,Editable,Controlled list / Text,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,authored,shared,dual-home decision: analysis-tier value,
Coupling Description,Advanced,Editable,Text (free),$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,authored,shared,dual-home decision: protocol default,
Coupling Description,Advanced,Editable,Text (free),$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,authored,shared,dual-home decision: analysis-tier value,
Crystal Structure Database,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Crystal Structure Database'].schema:defaultValue,authored,,triage decision (reviewer),
Crystal Structure Database,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Crystal Structure Database'].schema:value,authored,,triage decision (reviewer),
Data Processing Software(s),Basic,Editable,Text (free),$MethodDefinition.bios:computationalTool[ada:toolRole='dataReduction'].schema:name,authored,shared,dual-home decision: protocol default,
Data Processing Software(s),Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.bios:computationalTool[ada:toolRole='dataReduction'].schema:name,authored,shared,dual-home decision: analysis-tier value,
Detection Limit,Advanced,Basic,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='Detection Limit'].schema:defaultValue,keyed,shared,,reported property
Detection Limit,Advanced,Basic,Text (free),$Dataset.schema:variableMeasured[schema:name='Detection Limit'].schema:value,keyed,shared,,reported property
Detection Limit Method,Basic,Read-Only,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='Detection Limit Method'].schema:defaultValue,keyed,shared,,reported property
Detection Limit Method,Basic,Read-Only,Text (free),$Dataset.schema:variableMeasured[schema:name='Detection Limit Method'].schema:value,keyed,shared,,reported property
Diffracting Crystal,Basic,Read-Only,Controlled list,$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,shared,channel keyed table (was mis-mapped),channel
Drift Correction,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Drift Correction'].schema:defaultValue,inferred,shared,,
Drift Correction,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Drift Correction'].schema:value,inferred,shared,path corrected: analysis-tier value hangs off prov:wasGeneratedBy,
Dwell Time per Pixel,Basic,Editable,Numeric + unit,$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,shared,channel keyed table (was mis-mapped),channel
EBSD Detector Configuration,Basic,Read-Only,Text (free),$MethodDefinition.ada:ebsdDetectorConfiguration,authored,,new in this revision (needs mapping),
EBSD Frame Time,Advanced,Editable,Numeric (ms),$MethodDefinition.schema:additionalProperty[schema:name='EBSD Frame Time'].schema:defaultValue,authored,,,
EBSD Frame Time,Advanced,Editable,Numeric (ms),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EBSD Frame Time'].schema:value,authored,,new in this revision (needs mapping),
EBSD Indexing Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:EBSDIndexingMethod,authored,,new in this revision (needs mapping),
EBSD Indexing Rate,N/A,Basic,Numeric (%),$Dataset.prov:wasGeneratedBy.ada:ebsdIndexingRate,authored,,new in this revision (needs mapping),
EBSD Mean Angular Deviation,N/A,Basic,Numeric (degrees),$Dataset.dqv:hasQualityMeasurement[dqv:isMeasurementOf='EBSD Mean Angular Deviation'].dqv:value,authored,,new in this revision (needs mapping),
EBSD Pattern Quality Threshold,Advanced,Editable,Text (free),$MethodDefinition.dqv:hasQualityMeasurement[dqv:isMeasurementOf='EBSD Mean Angular Deviation'].dqv:value,authored,,,
EBSD Pattern Quality Threshold,Advanced,Editable,Text (free),$Dataset.dqv:hasQualityMeasurement[dqv:isMeasurementOf='EBSD Mean Angular Deviation'].dqv:value,authored,,new in this revision (needs mapping),
EBSD Phase List,Basic,Editable,Text (free),$MethodDefinition.ada:ebsdPhaseListDefault,authored,,,
EBSD Phase List,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EBSD Phase List'].schema:value,authored,,new in this revision (needs mapping),
EBSD Step Size,Basic,Editable,Numeric + unit,$MethodDefinition.ada:ebsdStepSizeDefault,authored,,,
EBSD Step Size,Basic,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EBSD StepSize'].schema:value,authored,,new in this revision (needs mapping),
EDS Acquisition Mode,Basic,Read-Only,Controlled list,$MethodDefinition.ada:edsAcquisitionMode,authored,shared,,
EDS Dead Time,N/A,Basic,Numeric (%),$Dataset.prov:wasGeneratedBy.ada:deadTime,authored,,reviewer: adopt TEM's ada:deadTime everywhere,
EDS Detector Configuration,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:hasPart[schema:additionalType='EDSDetector'].schema:description,authored,divergent,divergence decision applied,
EDS Live Time per Point or Pixel,Basic,Editable,Numeric (s),$MethodDefinition.ada:edsLiveTimePerPointOrPixelDefault,authored,shared,dual-home decision: protocol default,
EDS Live Time per Point or Pixel,Basic,Editable,Numeric (s),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='EDS Live Time per Point or Pixel'].schema:value,authored,shared,tier rule: session parameter is an additionalProperty on the analysis,
EDS Map Dimensions,N/A,Basic,Numeric pair (pixels x pixels),$Dataset.ada:mapDimensions,authored,,new in this revision (needs mapping),
EDS Spectral Processing Type,Advanced,Read-Only,Controlled list,$MethodDefinition.schema:additionalProperty[schema:name='EDS Spectral Processing Type'].schema:value,inferred,shared,,
Electron Source,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:hasPart[schema:additionalType='Electron source'].schema:description,authored,divergent,divergence decision applied,
Fine Polishing Conditions,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].ada:finePolishingConditionsDefault,authored,,,
Fine Polishing Conditions,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Fine Polishing Conditions'].schema.value,authored,,new in this revision (needs mapping),
Foil Thickness,Basic,Editable,Numeric + unit,$MethodDefinition.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].ada:foilThicknessDefault,authored,,,
Foil Thickness,Basic,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Foil Thickness'].schema:value,authored,,new in this revision (needs mapping),
Funding Source for Analysis,N/A,Basic,Text (free),$Dataset.schema:funding,inferred,shared,,
Funding Source for Procedure Development,Advanced,Read-Only,Text (free),$MethodDefinition.schema:funding[].schema:MonetaryGrant.schema:name,inferred,shared,,
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),$Dataset.schema:variableMeasured[schema:name='Goodness-of-Fit or Dispersion Statistic'].schema:value,keyed,,,reported property
Halogen Correction on Oxygen,Advanced,Editable,Boolean,$MethodDefinition.schema:additionalProperty[schema:name='Halogen Correction on Oxygen'].schema:defaultValue,inferred,shared,,
Halogen Correction on Oxygen,Advanced,Editable,Boolean,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Halogen Correction on Oxygen'].schema:value,inferred,shared,path corrected: analysis-tier value hangs off prov:wasGeneratedBy,
Image Pixel Size,Advanced,Basic,Numeric + unit,$MethodDefinition.schema:additionalProperty[schema:name='Image Pixel Size'].schema:defaultValue,authored,,,
Image Pixel Size,Advanced,Basic,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Image Pixel Size'].schema:value,authored,,new in this revision (needs mapping),
Instrument Manufacturer,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:manufacturer.schema:name,authored,divergent,divergence decision applied,
Instrument Model,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:model.schema:name,authored,shared,divergence decision applied,
Instrument Variant,Basic,Read-Only,Controlled list,$MethodDefinition.ada:InstrumentVariant,authored,,new in this revision (needs mapping),
Interference Correction Standard,Advanced,Read-Only,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],keyed,shared,,analyte
Interference Corrections Applied,Basic,Read-Only,Boolean,$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],keyed,shared,,analyte
Interfering Elements,Advanced,Read-Only,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],keyed,shared,,analyte
Ion Beam Source,Basic,Read-Only,Controlled list,$MethodDefinition.ada:IonBeamSource,authored,,new in this revision (needs mapping),
Ion Milling Conditions (3D Tomography),Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Ion Milling'].schema:description,authored,,,
Ion Milling Conditions (3D Tomography),Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Ion Milling'].schema:description,authored,,new in this revision (needs mapping),
Laboratory,Basic,Editable,Text (free),$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,authored,shared,dual-home decision: protocol default,
Laboratory,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,authored,shared,dual-home decision: analysis-tier value,
Laboratory ID,Advanced,Editable,URI / DOI,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,authored,shared,dual-home decision: protocol default,
Laboratory ID,Advanced,Editable,URI / DOI,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,authored,shared,dual-home decision: analysis-tier value,
Lift-out Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:liftOutMethod,authored,,new in this revision (needs mapping),
Map Area,N/A,Basic,Numeric + unit,$Dataset.schema:additionalProperty[schema:name='Map Area'].schema:value,authored,,analysis-instance (needs mapping),
Mass Absorption Coefficients (MACs),Basic,Read-Only,Controlled list,$MethodDefinition.ada:massAbsorptionCoefficients,inferred,shared,,
Matrix Correction Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:matrixCorrectionMethod,inferred,shared,,
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='Normalization / Standards-Based Correction'].schema:defaultValue,keyed,shared,,reported property
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),$Dataset.schema:variableMeasured[schema:name='Normalization / Standards-Based Correction'].schema:value,keyed,shared,,reported property
Peak Counting Time,Basic,Editable,Numeric (s),$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,shared,channel keyed table (was mis-mapped),channel
Pre-Analysis Imaging and Screening,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Pre-Analysis Imaging and Screening'].schema:value,keyed,,,sample
Primary Calibration Standard Name,Basic,Editable,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],keyed,divergent,,analyte
Procedural Blank Level,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Procedural Blank Level'].schema:value,authored,,new in this revision (needs mapping),
Procedure Author,Basic,Read-Only,Text (free),$MethodDefinition.schema:creator.schema:name,inferred,shared,,
Procedure DOI,N/A,Basic,URI / DOI,$Dataset.schema:measurementTechnique.schema:DefinedTerm.schema:identifier,inferred,shared,,
Procedure Name,Basic,Read-Only,Text (free),$MethodDefinition.schema:name,inferred,shared,,
Procedure Reference(s),Advanced,Read-Only,URI / DOI,$MethodDefinition.schema:relatedLink[schema:linkRelationship='techniquePublication'].schema:target.schema:name,inferred,shared,,
Procedure Start Date,Basic,Read-Only,Date,$MethodDefinition.schema:datePublished,inferred,shared,,
Proportional Counter / Detector,Advanced,Read-Only,Controlled list,$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,shared,channel keyed table (was mis-mapped),channel
Protective Coating Deposition,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].ada:protectiveCoatingDeposition,authored,,,
Protective Coating Deposition,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Protective Coating Deposition'].schema.value,authored,,new in this revision (needs mapping),
Reported Variables and Units,Basic,Read-Only,Text (free),$MethodDefinition.ada:reportedProperties[],keyed,,,defines: reported property
Sample Name,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:name,keyed,shared,,defines: sample
Sample Persistent Identifier,Advanced,Advanced,URI / IGSN,$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:identifier,keyed,shared,triage decision (reviewer),sample
Sample Preparation Method,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:description,authored,divergent,dual-home decision: protocol default,
Sample Preparation Method,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:description,authored,divergent,dual-home decision: analysis-tier value,
Sample Tilt Angle,Basic,Read-Only,Numeric (degrees),$MethodDefinition.ada:sampleTiltAngle,authored,,new in this revision (needs mapping),
Sampling Unit,Basic,Basic,Controlled list / Text,$MethodDefinition.ada:samplingUnit,keyed,,,defines: sampling unit
SE Detector Type,Basic,Read-Only,Controlled list,$MethodDefinition.ada:SEDetectorType,authored,,new in this revision (needs mapping),
Secondary Reference Materials,Basic,Editable,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,divergent,per-element in electron-beam techniques; ICP-MS keeps the per-run scalar,defines: standard per analyte
Sequence,Advanced,Read-Only,Integer,$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,shared,channel keyed table (was mis-mapped),channel
Session Identifier,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:identifier,authored,,new in this revision (needs mapping),
Slice Thickness,Basic,Editable,Numeric (nm),$MethodDefinition.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].ada:sliceThicknessDefault,authored,,,
Slice Thickness,Basic,Editable,Numeric (nm),$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Slice Thickness'].schema:value,authored,,new in this revision (needs mapping),
Stage Scan vs. Beam Scan,Advanced,Read-Only,Controlled list,$MethodDefinition.schema:additionalProperty[schema:name='Stage Scan vs Beam Scan'].schema:value,inferred,shared,,
Step Size / Pixel Size,Basic,Editable,Numeric + unit,$MethodDefinition.ada:stepSizePixelSizeDefault,authored,shared,divergence decision applied,
Step Size / Pixel Size,Basic,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Step Size / Pixel Size'].schema:value,inferred,shared,dual-home counterpart (tier matrix),
Target Material,Basic,Read-Only,Controlled list / Text,$MethodDefinition.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Target Material'].schema:value[],inferred,shared,,
Target Selection Criteria,Basic,Editable,Text (free),$MethodDefinition.ada:targetSelectionCriteriaDefault,authored,,new in this revision (needs mapping),
Target Selection Criteria,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Target Selection Criteria'].schema:value,authored,,tier rule: added the missing per-analysis value,
Technique,Basic,Read-Only,Controlled list,$MethodDefinition.schema:measurementTechnique.schema:DefinedTerm.schema:termCode,inferred,shared,,
Technique per Analyte,Basic,Read-Only,Controlled list,$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],keyed,,,analyte
Time-Dependent Intensity Correction,Advanced,Editable,Controlled list,$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],keyed,shared,,analyte
Voxel Size and Image Stack Dimensions,N/A,Basic,Text (free),$Dataset.ada:voxelSize,authored,,new in this revision (needs mapping),
WDS Dead Time Correction,Basic,Read-Only,Controlled list,$MethodDefinition.ada:wdsDeadTimeCorrection,inferred,shared,,
WDS PHA Setting,Advanced,Read-Only,Controlled list,$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,shared,channel keyed table (was mis-mapped),channel
WDS Spectrometer Channel,Advanced,Read-Only,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,defines: channel per analyte
WDS Spectrometer Configuration,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='SEM'].schema:hasPart[schema:additionalType='WDSSpectrometer'].schema:name,authored,divergent,divergence decision applied,
Working Distance,Basic,Editable,Numeric (mm),$MethodDefinition.ada:workingDistanceDefault,authored,,,
Working Distance,Basic,Editable,Numeric (mm),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Working Distance'].schema:value,authored,,new in this revision (needs mapping),
X-ray Line,Basic,Read-Only,Controlled list,$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,divergent,channel keyed table (was mis-mapped),channel
Voxel Size and Image Stack Dimensions,N/A,Basic,Text (free),$Dataset.ada:imageStackDimenstions,authored,,,
