Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
Spectral Sampling,Advanced,Read-Only,Numeric + unit,$MethodDefinition.schema:additionalProperty[schema:name='Spectral Sampling'].schema:value,inferred,,,
Analytical Mode,Basic,Read-Only,Controlled list,,module,,placement owned by Module Core,
Measurement Type,Basic,Read-Only,Controlled list / Text,$MethodDefinition.ada:measurementType,inferred,,,
Measurement Environment,Basic,Editable,Controlled list / Text,$MethodDefinition.ada:measurementEnvironmentDefault,inferred,,,
Measurement Environment,Basic,Editable,Controlled list / Text,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Measurement Environment'].schema:value,inferred,,,
Spot Size,Basic,Editable,Numeric + unit,$MethodDefinition.ada:spotSizeDefault,inferred,,,
Spot Size,Basic,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Spot Size'].schema:value,inferred,,,
Number of Scans,Basic,Editable,Integer,$MethodDefinition.ada:numberOfScansDefault,inferred,,,
Number of Scans,Basic,Editable,Integer,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Number of Scans'].schema:value,inferred,,,
Incidence Angle,N/A,Basic,Numeric (degrees),$Dataset.prov:wasGeneratedBy.ada:incidenceAngle,authored,,VNMIR analysis-tier; per-measurement value,sample > sampling unit
Emission Angle,N/A,Basic,Numeric (degrees),$Dataset.prov:wasGeneratedBy.ada:emissionAngle,authored,,VNMIR analysis-tier; per-measurement value,sample > sampling unit
Phase Angle,N/A,Advanced,Numeric (degrees),$Dataset.prov:wasGeneratedBy.ada:phaseAngle,authored,,VNMIR analysis-tier; per-measurement value,sample > sampling unit
Sample Temperature,N/A,Basic,Numeric (K),$Dataset.prov:wasGeneratedBy.ada:sampleTemperature,authored,,VNMIR analysis-tier; per-measurement value,sample > sampling unit
Environmental Pressure,N/A,Advanced,Numeric (mbar),$Dataset.prov:wasGeneratedBy.ada:environmentalPressure,authored,,VNMIR analysis-tier; per-measurement value,
Reported Variables and Units,Basic,Read-Only,Text (free),,module,,placement owned by Module Core,defines: reported property
Emissivity Maximum Fit Region Minimum,Advanced,Editable,Numeric + unit,$MethodDefinition.schema:additionalProperty[schema:name='Emissivity Maximum Fit Region Minimum'].schema:defaultValue,inferred,,,
Emissivity Maximum Fit Region Minimum,Advanced,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Emissivity Maximum Fit Region Minimum'].schema:value,inferred,,,
Emissivity Maximum Fit Region Maximum,Advanced,Editable,Numeric + unit,$MethodDefinition.schema:additionalProperty[schema:name='Emissivity Maximum Fit Region Maximum'].schema:defaultValue,inferred,,,
Emissivity Maximum Fit Region Maximum,Advanced,Editable,Numeric + unit,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Emissivity Maximum Fit Region Maximum'].schema:value,inferred,,,
Emissivity Maximum,N/A,Advanced,Numeric + unit,$Dataset.schema:additionalProperty[schema:name='Emissivity Maximum'].schema:value,authored,,VNMIR analysis-tier; per-measurement value,sample > sampling unit
Calibration Factor and Determination Method,Basic,Editable,Text (free),,module,,placement owned by Module CalibrationFactor,reported property
Calibration Factor and Determination Method,Basic,Editable,Text (free),,module,,placement owned by Module CalibrationFactor,reported property
Constants and Reference Values Used,Basic,Editable,Text (free),$MethodDefinition.ada:constantsAndReferenceValuesUsedDefault,inferred,,,
Constants and Reference Values Used,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Constants and Reference Values Used'].schema:value,inferred,,,
Calibration Standards,Basic,Editable,Text (free),$MethodDefinition.ada:calibrationStandardsDefault,inferred,,,
Calibration Standards,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Calibration Standards'].schema:value,inferred,,,
Noise Uncertainty,N/A,Advanced,Numeric + unit,$Dataset.dqv:hasQualityMeasurement[dqv:isMeasurementOf='Noise Uncertainty'].dqv:value,authored,,VNMIR analysis-tier; per-measurement value,sample > sampling unit
Additional Notes,Advanced,Advanced,Text (free),,module,,placement owned by Module Core,
Additional Notes,Advanced,Advanced,Text (free),,module,,placement owned by Module Core,
