Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
Digestion Duration,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample digestion'].schema:additionalProperty[schema:name='Digestion Duration'].schema:value,authored,shared,dual-home decision: analysis-tier value,preparation step
Chromatographic Separation Applied,Basic,Read-Only,Controlled list / Text,,module,shared,placement owned by Module SolutionIntroduction,
Isotope Dilution Spike,Basic,Read-Only,Text (free),,module,shared,placement owned by Module SolutionIntroduction,
Instrument Model,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:model.schema:name,authored,shared,instrument selector added; ICPMS is the only instrument this sidecar declares,
ICP-MS Type,Basic,Read-Only,Controlled list,,module,shared,placement owned by Module ICPMS,
Digestion Temperature,Basic,Editable,Numeric (°C),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample digestion'].schema:additionalProperty[schema:name='Digestion Temperature'].schema:defaultValue,authored,shared,dual-home decision: protocol default,preparation step
Digestion Temperature,Basic,Editable,Numeric (°C),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample digestion'].schema:additionalProperty[schema:name='Digestion Temperature'].schema:value,authored,shared,dual-home decision: analysis-tier value,preparation step
Torch Type,Advanced,Read-Only,Text (free),,module,shared,placement owned by Module ICPMS,
Interface Cone Configuration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Interface Cone'].schema:additionalProperty[schema:name='Configuration'].schema:value,inferred,shared,,
Sampler and Skimmer Cone Material,Advanced,Read-Only,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Interface Cone'].schema:additionalProperty[schema:name='Sampler and Skimmer Cone Material'].schema:value,inferred,shared,,
Doubly-Charged Species Monitor,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Monitor'].schema:value,authored,shared,,
Guard Electrode,Basic,Read-Only,Controlled list,$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data acquisition'].schema:additionalProperty[schema:name='Guard Electrode'].schema:value,inferred,shared,,
Doubly-Charged Species Monitor,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Monitor'].schema:defaultValue,inferred,shared,,
Detector Configuration,Basic,Read-Only,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Detector Configuration'].schema:value,inferred,shared,,
Nebulizer Type,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Nebulizer Type'].schema:value,inferred,shared,,
Spray Chamber Type and Cooling Temperature,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Spray Chamber Type and Cooling Temperature'].schema:value,inferred,shared,,
Desolvation System,Advanced,Read-Only,Controlled list / Text,$MethodDefinition.schema:additionalProperty[schema:name='Desolvation System'].schema:value,inferred,shared,,acquisition pass
Doubly-Charged Species Production,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Production'].schema:value,authored,shared,,
Doubly-Charged Species Production,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Production'].schema:defaultValue,inferred,shared,,
Instrument Serial Number or Lab Identifier,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Instrument Serial Number or Lab Identifier'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Instrument Serial Number or Lab Identifier,Advanced,Editable,Text (free),,module,shared,placement owned by Module ICPMS,
Laboratory,Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Laboratory ID,Advanced,Editable,URI / DOI,,module,shared,placement owned by Module Core,
Make-up Gas and Flow Rate,Advanced,Editable,Numeric (L/min) / Text,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Make-up Gas and Flow Rate'].schema:value,authored,shared,,
Make-up Gas and Flow Rate,Advanced,Editable,Numeric (L/min) / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Make-up Gas and Flow Rate'].schema:defaultValue,inferred,shared,,
Mass Resolution Setting,Basic,Editable,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Mass Resolution Setting'].schema:defaultValue,authored,divergent,dual-home decision: protocol default,
Mass Resolution Setting,Basic,Editable,Controlled list / Text,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Mass Resolution Setting'].schema:value,authored,divergent,dual-home decision: analysis-tier value,
Memory Effect Mitigation,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Memory Effect Mitigation'].schema:value,authored,shared,,
Plasma Thermal Mode,Basic,Read-Only,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Plasma Thermal Mode'].schema:value,authored,shared,"read-only: fixed protocol value, not a default",acquisition pass
Memory Effect Mitigation,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Memory Effect Mitigation'].schema:defaultValue,inferred,shared,,
Monitored Masses,Basic,Read-Only,Text (free),$.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,Analyte-specific field,defines: monitored property per target species
Mass Resolution Assignment,Basic,Read-Only,Text (free),$MethodDefinition.ada:channelTemplate.ada:channelColumns[],keyed,shared,"aligned with Solution MC 2026-09-02. Was ada:analyteColumns[] as an inferred guess predating the Keyed By work; the table keys this 'channel' and its description is explicit -- 'the assignment is per acquired mass rather than per element' -- so the channel table is the right home, not the analyte one.",acquisition pass
E-scan Range,Advanced,Read-Only,Numeric (%),$MethodDefinition.schema:additionalProperty[schema:name='E scan Range'].schema:value,inferred,shared,,
Triple Scanning Mode,Advanced,Read-Only,Controlled list,$MethodDefinition.schema:additionalProperty[schema:name='Triple Scanning Mode'].schema:value,inferred,shared,,
Dwell Time per Mass,Basic,Editable,Numeric (ms) / Text,$.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,Analyte-specific field,monitored property
Number of Scans per Replicate,Basic,Read-Only,Integer,$MethodDefinition.ada:numberOfScansPerReplicate,inferred,,,acquisition pass
Number of Replicates,Advanced,Basic,Integer,$MethodDefinition.ada:numberOfReplicatesPerSample,inferred,shared,,
Analysis Sequence,Basic,Editable,Text (free),$MethodDefinition.ada:sampleSequenceDesign,inferred,shared,,
Wash Time Between Samples,Basic,Read-Only,Numeric (s),,module,shared,placement owned by Module SolutionIntroduction,
Internal Standard Element,Basic,Read-Only,Text (free),,module,shared,placement owned by Module ICPMS,acquisition pass
Internal Standard Concentration,Advanced,Read-Only,Numeric (µg/L),$MethodDefinition.schema:additionalProperty[schema:name='Internal Standard Concentration'].schema:value,inferred,shared,,
Oxide Production Method and Threshold,Basic,Read-Only,Text (free),,module,shared,placement owned by Module ICPMS,
Oxide Production,N/A,Basic,Text (free),,module,shared,placement owned by Module ICPMS,
Nebulizer Gas Flow Rate,Basic,Editable,Numeric (L/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Nebulizer Gas Flow Rate'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Nebulizer Gas Flow Rate,Basic,Editable,Numeric (L/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Nebulizer Gas Flow Rate'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),,module,shared,placement owned by Module CompositionQC,reported property
Primary Calibration Standard Name,Basic,Editable,Text (free),,module,divergent,placement owned by Module CompositionQC,target species
Drift Correction Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:driftCorrectionMethod,inferred,shared,,
Calibration Strategy per Target Species,Basic,Read-Only,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],keyed,shared,"keyed to analyte: the strategy is per analyte, so it is a column of the analyte table. Basic/Read-Only, so the procedure fixes it and an analysis cannot revise it -- single-homed on $MethodDefinition, no $Dataset row. Module_ICPMS declares the same path, which is a keyed-table column array and therefore not composable through allOf, so each consumer carries its own row and mints its own column def.",target species
Signal Integration Interval Method,Basic,Read-Only,Controlled list / Text,,module,shared,placement owned by Module ICPMS,
Signal Integration Time,N/A,Basic,Numeric (s),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Signal Integration Time'].schema:value,inferred,shared,,
Blank / Background Correction Method,Basic,Read-Only,Controlled list / Text,,module,shared,placement owned by Module ICPMS,
Pulse/Analog Detector Nonlinearity Correction,Advanced,Editable,Controlled list / Text,$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Pulse Analog Detector Nonlinearity Correction'].schema:value,authored,shared,,acquisition pass
Pulse/Analog Detector Nonlinearity Correction,Advanced,Editable,Controlled list / Text,$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Pulse Analog Detector Nonlinearity Correction'].schema:defaultValue,inferred,shared,,acquisition pass
RF Power,Basic,Editable,Numeric (W),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='RF Power'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
RF Power,Basic,Editable,Numeric (W),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='RF Power'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Sample Aliquot Mass or Volume,Advanced,Editable,Numeric (mg or mL),$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Sample Aliquot Mass or Volume'].schema:value,authored,shared,,sample
Spectral Interference Corrections Applied,Basic,Read-Only,Controlled list / Text,$.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,Analyte-specific field,
Interfering Species,Basic,Read-Only,Text (free),$.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,Analyte-specific field,monitored property
Interference Correction Method,Basic,Read-Only,Text (free),$.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,Analyte-specific field,monitored property
Isotope Dilution Data Reduction Method,Basic,Read-Only,Controlled list / Text,$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Isotope Dilution Data Reduction Method'].schema:value,authored,shared,divergence decision applied,
Sample Aliquot Mass or Volume,Advanced,Editable,Numeric (mg or mL),$MethodDefinition.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Sample Aliquot Mass or Volume'].schema:defaultValue,authored,shared,,sample
Sample Uptake Rate,Basic,Editable,Numeric (µL/min or mL/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Sample Uptake Rate'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Sample Uptake Rate,Basic,Editable,Numeric (µL/min or mL/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Sample Uptake Rate'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Secondary Reference Materials,Basic,Editable,Text (free),,module,divergent,placement owned by Module CompositionQC,defines: standard
Spike / Outlier Filtering Approach,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Spike / Outlier Filtering Approach'].schema:value,authored,shared,,
Spike / Outlier Filtering Approach,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Spike / Outlier Filtering Approach'].schema:defaultValue,inferred,shared,,
Torch Depth,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Torch Depth,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Uncertainty Propagation Method,Advanced,Editable,Text (free),,module,shared,placement owned by Module ICPMS,reported property
Calibration Standard Measurement Frequency,Basic,Read-Only,Text (free),,module,shared,placement owned by Module ICPMS,
Detection Limit,Advanced,Basic,Numeric + unit / Text,,module,shared,placement owned by Module CompositionQC,reported property
Detection Limit Method,Basic,Read-Only,Controlled list / Text,,module,shared,placement owned by Module CompositionQC,reported property
Limit of Quantification (LOQ) Method,Advanced,Basic,Controlled list / Text,,module,shared,placement owned by Module ICPMS,reported property
Within-Session Analytical Precision and Assessment Method,Basic,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,,standard x reported property
Between-Session (Long-Term) Analytical Precision and Assessment Method,Advanced,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,,standard x reported property
Analytical Accuracy and Assessment Method,Basic,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,,standard x reported property
Additional Notes,Advanced,Advanced,Text (free),,module,shared,placement owned by Module Core,
Sample Name,N/A,Basic,Text (free),,module,,placement owned by Module Core,defines: sample
Sampling Unit,Basic,Basic,Controlled list / Text,,module,module,covered by a composed module; the module owns the placement,defines: sampling unit
Analytical Mode,Basic,Read-Only,Controlled list,,module,,placement owned by Module Core,
Reported Variables and Units,Basic,Read-Only,Text (free),,module,,placement owned by Module Core (reviewer settled the reported-property list as $MethodDefinition.ada:reportedProperties[]),defines: reported property
Uncertainty Level,Basic,Read-Only,Controlled list / Text,,module,module,covered by a composed module; the module owns the placement,
Calibration Factor and Determination Method,Basic,Editable,Text (free),,module,module,covered by a composed module; the module owns the placement,reported property
Procedural Blank Level,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.ada:proceduralBlankLevel,authored,,shared analysis-instance row,target species
Analysis Inclusion and Rejection Criteria,Basic,Basic,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Analysis Inclusion and Rejection Criteria'].schema:defaultValue,authored,,data-reduction step parameter,
Constants and Reference Values Used,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:defaultValue,authored,,"data-reduction step parameter, following geochronTAPP",
Constants and Reference Values Used,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:value,authored,,"data-reduction step parameter, following geochronTAPP",
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,module,module,covered by a composed module; the module owns the placement,reported property
Session Identifier,N/A,Basic,Text (free),,module,,placement owned by Module Core,
Instrument Manufacturer,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:manufacturer.schema:name,authored,,"placement copied from this workbook's own Instrument Model row, substituting schema:manufacturer for schema:model",
ICP Tuning,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='ICP Tuning'].schema:defaultValue,authored,,dual-home: procedure default + analysis-tier value,
ICP Tuning,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='ICP Tuning'].schema:value,authored,,dual-home: procedure default + analysis-tier value,
Instrument Warm-up / Session Duration Limit,Advanced,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Instrument Warm up Session Duration Limit'].schema:value,authored,,procedure-level additional property,
Instrument Sensitivity,N/A,Advanced,Numeric + unit / Text,,module,module,covered by a composed module; the module owns the placement,monitored property
Ion Counter Dead Time,Basic,Editable,Numeric (ns),,module,module,covered by a composed module; the module owns the placement,
Counting Statistics Error,Advanced,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,,"keyed-value column: the analyte table's rows carry member identity, so a field keyed 'sample > sampling unit x reported property' needs no member identifier in the path. Unanimous across the three siblings that place it (EPMA, SEM, SEM_Composition), same key",sample > sampling unit x reported property
Internal (Within-Measurement) Analytical Precision and Assessment Method,Advanced,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,,"keyed-value column, by analogy under the same Rule 7 key: every placed row keyed 'sample > sampling unit x reported property' in the corpus (12 of 12, Counting Statistics Error) uses analyteColumns, and this field's near-twin Within-Session Analytical Precision and Assessment Method takes it under the neighbouring 'standard x reported property' key",sample > sampling unit x reported property
Digestion Step,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample digestion'].schema:description,authored,,"definer for 'preparation step', placed exactly as Acquisition Pass was: the step's description. 'Sample digestion' is pinned by the three Solution profiles and by no other technique in the corpus -- the same three that carry Digestion Step -- so the step and the field were introduced for each other",defines: preparation step
Acquisition Pass,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data acquisition'].schema:description,authored,,"definer: the Data acquisition step's description, per the settled mapping. Emits only when the cell has a value; empty in 56 of 57 publication columns, and an empty cell never reaches the emitter",defines: acquisition pass
Number of Acquisition Passes,Basic,Read-Only,Integer,$MethodDefinition.ada:numberOfAcquisitionPasses,authored,,"count of the passes enumerated in Acquisition Pass; keyed (none), so it needs no pass identifier and is placeable ahead of the rest of the pass family",
