Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
Auxiliary Gas Flow Rate,Basic,Editable,Numeric (L/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Auxiliary Gas Flow Rate'].schema:value,inferred,shared,dual-home counterpart (tier matrix),
Background Count Time,Basic,Editable,Numeric (s),$MethodDefinition.ada:backgroundCountTimeDefault,authored,,dual-home decision: protocol default,
Background Count Time,Basic,Editable,Numeric (s),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Background Count Time'].schema:value,authored,,tier rule: session parameter is an additionalProperty on the analysis,
Baseline Measurement Approach,Basic,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Baseline Measurement Approach'].schema:value,inferred,,path from owning module,
Between-Session (Long-Term) Analytical Precision and Assessment Method,Advanced,Basic,Text (free),$MethodDefinition.ada:betweenSessionPrecision,authored,shared,,standard x reported property
Blank / Background Correction Method,Basic,Read-Only,Text (free),$MethodDefinition.ada:blankBackgroundCorrectionMethod,authored,,,
Calibration Factor and Determination Method,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Calibration Factor and Determination Method'].schema:value,inferred,,path from owning module,reported property
Calibration Factor and Determination Method,Basic,Editable,Text (free),$Dataset.schema:variableMeasured[schema:name='Calibration Factor and Determination Method'].schema:value,authored,,,reported property
Calibration Factor and Determination Method,Basic,Editable,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='Calibration Factor and Determination Method'].schema:defaultValue,authored,,,reported property
Calibration Factor and Determination Method,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Calibration Factor and Determination Method'].schema:defaultValue,authored,,path from owning module,reported property
Calibration Standard Measurement Frequency,Basic,Read-Only,Text (free),$MethodDefinition.ada:calibrationMeasurementFrequency,authored,shared,,
Carrier Gas and Flow Rate,Basic,Editable,Text (free),$MethodDefinition.ada:carrierGasFlowRateDefault,authored,shared,dual-home decision: protocol default,
Carrier Gas and Flow Rate,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Carrier Gas and Flow Rate'].schema:value,authored,shared,tier rule: session parameter is an additionalProperty on the analysis,
Cell Exit Discrimination Voltage,Basic,Editable,Numeric (V),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Cell Exit Discrimination Voltage'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Cell Exit Discrimination Voltage,Basic,Editable,Numeric (V),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Cell Exit Discrimination Voltage'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Collector Configuration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:defaultChannels[],inferred,,have to parse input string to extract the collector/analyte pairs that label the collector channels.,defines: channel per analyte
Collision Gas Flow Rate,Basic,Editable,Numeric (mL/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Gas Flow Rate'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Collision Gas Flow Rate,Basic,Editable,Numeric (mL/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Gas Flow Rate'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Collision Gas Type,Basic,Read-Only,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Collision Gas Type'].schema:value,authored,shared,,channel
Collision/Reaction Cell (CRC) Configuration,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:name,authored,shared,,channel
Constants and Reference Values Used,Basic,Editable,Text (free),$MethodDefinition.ada:constantsAndReferenceValuesUsedDefault,inferred,,,
Constants and Reference Values Used,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Constants and Reference Values Used'].schema:value,inferred,,,
Coolant (Plasma) Gas Flow Rate,Basic,Editable,Numeric (L/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Coolant Plasma Gas Flow Rate'].schema:defaultValue,authored,shared,,
Coolant (Plasma) Gas Flow Rate,Basic,Editable,Numeric (L/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Coolant Plasma Gas Flow Rate'].schema:value,inferred,shared,dual-home counterpart (tier matrix),
Coupled Dataset or Publication Reference,N/A,Advanced,URI / DOI / Text,,module,shared,placement owned by Module Core,
Coupled Procedure DOI,N/A,Advanced,URI / DOI,,module,,placement owned by Module Core,
Coupled Technique(s),Advanced,Editable,Controlled list / Text,,module,shared,placement owned by Module Core,
Coupled Technique(s),Advanced,Editable,Controlled list / Text,,module,shared,placement owned by Module Core,
Coupling Description,Advanced,Editable,Text (free),,module,shared,placement owned by Module Core,
Coupling Description,Advanced,Editable,Text (free),,module,shared,placement owned by Module Core,
Data Processing Software(s),Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Data Processing Software(s),Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Detection Limit,Advanced,Basic,Numeric + unit / Text,$MethodDefinition.schema:additionalProperty[schema:name='Detection Limit'].schema:defaultValue,,shared,aligned to SEM_TAPP_v22,reported property
Detection Limit,Advanced,Basic,Numeric + unit / Text,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Detection Limit'].schema:value,,shared,aligned to SEM_TAPP_v22,reported property
Detection Limit,Advanced,Basic,Numeric + unit / Text,$MethodDefinition.schema:variableMeasured[schema:name='Detection Limit'].schema:defaultValue,keyed,shared,aligned to SEM_TAPP_v22,reported property
Detection Limit,Advanced,Basic,Numeric + unit / Text,$Dataset.schema:variableMeasured[schema:name='Detection Limit'].schema:value,keyed,shared,aligned to SEM_TAPP_v22,reported property
Detection Limit Method,Basic,Read-Only,Controlled list / Text,$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].ada:detectionLimitMethod,keyed,shared,aligned to SEM_TAPP_v22,reported property
Detection Limit Method,Basic,Read-Only,Controlled list / Text,$Dataset.schema:variableMeasured[schema:name='Detection Limit Method'].schema:value,keyed,shared,aligned to SEM_TAPP_v22,reported property
Detector Configuration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Detector Configuration'].schema:value,authored,shared,,
Double-Spike Inversion Algorithm,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Double-Spike Inversion Algorithm'].schema:value,inferred,,path from owning module,
Double-Spike Isotope Pair,Basic,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Double Spike Isotope Pair'].schema:value,inferred,,path from owning module,
Double-Spike Mixing Ratio,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Double Spike Mixing Ratio'].schema:value,inferred,,path from owning module,
Double-Spike Mixing Ratio,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Double Spike Mixing Ratio'].schema:defaultValue,inferred,,path from owning module,
Doubly-Charged Species Monitor,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Monitor'].schema:value,authored,shared,,
Doubly-Charged Species Monitor,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Monitor'].schema:defaultValue,authored,shared,,
Doubly-Charged Species Production,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Production'].schema:value,authored,shared,,
Doubly-Charged Species Production,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Production'].schema:defaultValue,authored,shared,,
Elemental Fractionation Correction,Basic,Read-Only,Text (free),$MethodDefinition.ada:elementalFractionationCorrection[],authored,shared,,
Faraday Cup Amplifier Resistor Values,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],inferred,,path from owning module,channel
Faraday Cup Array Configuration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].schema:additionalProperty[schema:name='Faraday Cup Array Configuration'].schema:value,inferred,,path from owning module,
Faraday Cup Gain Calibration Method,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],inferred,,path from owning module,channel
Funding Source for Analysis,N/A,Basic,Text (free),,module,shared,placement owned by Module Core,
Funding Source for Procedure Development,Advanced,Read-Only,Text (free),,module,,placement owned by Module Core,
Fusion Flux and Dilution Ratio,Advanced,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Fusion Flux and Dilution Ratio'].schema:defaultValue,authored,,dual-home decision: protocol default,
Fusion Flux and Dilution Ratio,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Fusion Flux and Dilution Ratio'].schema:value,authored,,dual-home decision: analysis-tier value,
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,module,,"placement owned by Module Aggregation (reviewer's rule: dqv:hasQualityMeasurement by default, the reported-property variableMeasured list only when keyed and a reportedProperties list is defined)",reported property
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,module,,placement owned by Module Aggregation,reported property
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='Goodness-of-Fit or Dispersion Statistic'].schema:defaultValue,authored,,,reported property
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,module,,placement owned by Module Aggregation,reported property
Guard Electrode,Basic,Read-Only,Controlled list,$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data acquisition'].schema:additionalProperty[schema:name='Guard Electrode'].schema:value,authored,shared,,
ICP Tuning,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='ICP Tuning'].schema:defaultValue,authored,shared,divergence decision applied,
ICP Tuning,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='ICP Tuning'].schema:value,inferred,shared,dual-home counterpart (tier matrix),
Instrument Model,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:model.schema:name,authored,shared,,
ICP-MS Type,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalType,authored,shared,,
Instrument Serial Number or Lab Identifier,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Instrument Serial Number or Lab Identifier'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Instrument Serial Number or Lab Identifier,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,authored,shared,dual-home decision: analysis-tier value,
Instrument Warm-up / Session Duration Limit,Advanced,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Instrument Warm up Session Duration Limit'].schema:value,authored,shared,,
Integration Time per Cycle,Basic,Editable,Numeric (s),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],authored,,path from owning module,channel
Integration Time per Cycle,Basic,Editable,Numeric (s),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],inferred,,path from owning module,channel
Interface Cone Configuration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Interface Cone'].schema:additionalProperty[schema:name='Configuration'].schema:value,authored,shared,,
Interference Correction Method,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],authored,shared,,channel
Interfering Species,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],authored,shared,,channel
Internal Normalization Element and Isotope Ratio,Basic,Read-Only,Text (free),,module,,placement owned by Module MCICPMS,
Internal Standard Approach,Basic,Read-Only,Text (free),$MethodDefinition.ada:internalStandardApproach,authored,shared,,
Internal Standard Element,Basic,Read-Only,Text (free),$MethodDefinition.ada:internalStandardElement,authored,shared,,
Ion Counter Dead Time,Basic,Editable,Numeric (ns),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],authored,,,channel
Ion Counter Dead Time,Basic,Editable,Numeric (ns),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],authored,,,channel
Isobaric Interference Corrections Applied,Basic,Read-Only,Boolean,$MethodDefinition.ada:isobaricInterferenceCorrectionsApplied,authored,shared,,
Isotope Dilution Data Reduction Method,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Isotope Dilution Data Reduction Method'].schema:value,authored,shared,divergence decision applied,
Laboratory,Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Laboratory,Basic,Editable,Text (free),,module,shared,placement owned by Module Core,
Laboratory ID,Advanced,Editable,URI / DOI,,module,shared,placement owned by Module Core,
Laboratory ID,Advanced,Editable,URI / DOI,,module,shared,placement owned by Module Core,
Laser Beam Energy Profile,Advanced,Read-Only,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].schema:additionalProperty[schema:name='Laser Beam Energy Profile'].schema:value,authored,shared,path from owning module,
Laser Energy,Advanced,Editable,Numeric (mJ),$Dataset.prov:wasGeneratedBy.prov:used[schema:additionalType='Laser Ablation System'].schema:additionalProperty[schema:name='Laser Energy'].schema:value,authored,,path from owning module,
Laser Energy,Advanced,Editable,Numeric (mJ),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].schema:additionalProperty[schema:name='Laser Energy'].schema:defaultValue,authored,,path from owning module,
Laser Fluence (Energy Density),Basic,Editable,Numeric (J cm⁻²),,module,shared,placement owned by Module LaserAblation,
Laser Fluence (Energy Density),Basic,Editable,Numeric (J cm⁻²),,module,shared,placement owned by Module LaserAblation,
Laser Manufacturer & Model,Basic,Read-Only,Text (free),,module,shared,placement owned by Module LaserAblation,
Laser Pulse Duration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].ada:laserPulseDuration,authored,shared,path from owning module,
Laser Repetition Rate,Basic,Editable,Numeric (Hz),,module,shared,placement owned by Module LaserAblation,
Laser Repetition Rate,Basic,Editable,Numeric (Hz),,module,shared,placement owned by Module LaserAblation,
Laser Spot Geometry,Basic,Editable,Text (free),,module,,placement owned by Module LaserAblation,
Laser Spot Geometry,Basic,Editable,Text (free),,module,,placement owned by Module LaserAblation,
Laser Spot Path / Ablation Mode,Basic,Read-Only,Controlled list,,module,shared,placement owned by Module LaserAblation,
Laser Wavelength and Type,Basic,Read-Only,Text (free),,module,shared,placement owned by Module LaserAblation,
Limit of Quantification (LOQ) Method,Advanced,Basic,Text / URI,$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,reported property
Limit of Quantification (LOQ) Method,Advanced,Basic,Text / URI,$Dataset.schema:variableMeasured[schema:name='Limit of Quantification (LOQ) Method'].schema:value,authored,authored,,reported property
Limit of Quantification (LOQ) Method,Advanced,Basic,Text / URI,$MethodDefinition.schema:variableMeasured[schema:name='Limit of Quantification (LOQ) Method'].schema:defaultValue,authored,authored,,reported property
Mapping Area,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Mapping Area'].schema:value,authored,authored,,
Mass Bias Correction Strategy,Basic,Read-Only,Text (free),$MethodDefinition.ada:massBiasCorrectionStrategy,inferred,authored,,
Mass Fractionation Law,Basic,Read-Only,Controlled list,$MethodDefinition.schema:additionalProperty[schema:name='Mass Fractionation Law'].schema:value,inferred,authored,path from owning module,
Mass Resolution Assignment,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].ada:collectorConfiguration[],inferred,authored,,channel
Mass Resolution Assignment,Basic,Read-Only,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,[not in current workbook],channel
Mass Resolution Setting,Basic,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Mass Resolution Setting'].schema:defaultValue,authored,divergent,dual-home decision: protocol default,
Mass Resolution Setting,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Mass Resolution Setting'].schema:value,authored,divergent,dual-home decision: analysis-tier value,
Matrix Offset Correction (LIEF),Advanced,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Matrix Offset Correction LIEF'].schema:value,authored,shared,,
Memory Effect Mitigation,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Memory Effect Mitigation'].schema:value,authored,shared,,
Memory Effect Mitigation,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Memory Effect Mitigation'].schema:defaultValue,authored,shared,,
Monitored Masses,Basic,Read-Only,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,analyte
Multi-Run Sequential Analysis Design,Advanced,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Multi Run Sequential Analysis Design'].schema:value,authored,shared,,
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Normalization / Standards-Based Correction'].schema:defaultValue,keyed,shared,aligned to SEM_TAPP_v22,reported property
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Normalization / Standards-Based Correction'].schema:value,keyed,shared,aligned to SEM_TAPP_v22,reported property
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),$MethodDefinition.schema:variableMeasured[schema:name='Normalization / Standards-Based Correction'].schema:defaultValue,keyed,shared,aligned to SEM_TAPP_v22,reported property
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),$Dataset.schema:variableMeasured[schema:name='Normalization / Standards-Based Correction'].schema:value,keyed,shared,aligned to SEM_TAPP_v22,reported property
Number of Blocks per Measurement,Basic,Editable,Integer,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Number of Blocks per Measurement'].schema:value,inferred,,path from owning module,
Number of Blocks per Measurement,Basic,Editable,Integer,$MethodDefinition.schema:additionalProperty[schema:name='Number of Blocks per Measurement'].schema:defaultValue,inferred,,path from owning module,
Number of Cycles per Block,Basic,Editable,Integer,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Number of Cycles per Block'].schema:value,inferred,,path from owning module,
Number of Cycles per Block,Basic,Editable,Integer,$MethodDefinition.schema:additionalProperty[schema:name='Number of Cycles per Block'].schema:defaultValue,inferred,,path from owning module,
Number of Replicates,Advanced,Basic,Integer,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Number of Replicates'].schema:value,authored,shared,,
Oxide Production,N/A,Basic,Text (free),$Dataset.dqv:hasQualityMeasurement[dqv:isMeasurementOf='Oxide production ratio'].dqv:value,authored,shared,,
Oxide Production Method and Threshold,Basic,Read-Only,Text (free),$MethodDefinition.ada:oxideProductionMethodAndThreshold,authored,shared,,
Peak Flatness,N/A,Basic,Text (free),,module,,placement owned by Module MCICPMS,
Peak Flatness Method and Threshold,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Peak Flatness Method and Threshold'].schema:value,inferred,,path from owning module,
Per-Analyte Calibration Strategy,Basic,Read-Only,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,analyte
Make-up Gas and Flow Rate,Advanced,Editable,Numeric (L/min) / Text,$MethodDefinition.schema:additionalProperty[schema:name='Make-up Gas and Flow Rate'].schema:defaultValue,authored,,,
Make-up Gas and Flow Rate,Advanced,Editable,Numeric (L/min) / Text,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Make-up Gas and Flow Rate'].schema:value,inferred,,dual-home counterpart (tier matrix),
Plasma Thermal Mode,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Plasma Thermal Mode'].schema:value,authored,shared,"read-only: fixed protocol value, not a default",
Pre-Ablation Surface Treatment,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Pre Ablation Surface Treatment'].schema:value,authored,shared,dual-home decision: protocol default | path from owning module,
Pre-Ablation Surface Treatment,Advanced,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Pre Ablation Surface Treatment'].schema:defaultValue,authored,shared,dual-home decision: protocol default | path from owning module,
Pre-Analysis Imaging and Screening,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Pre-Analysis Imaging and Screening'].schema:value,inferred,,path from owning module,sample
Pre-Analysis Imaging and Screening,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Pre-Analysis Imaging and Screening'].schema:defaultValue,inferred,,path from owning module,sample
Primary Calibration Standard Name,Basic,Editable,Text (free),$MethodDefinition.ada:primaryStandardNameDefault,authored,divergent,dual-home decision: protocol default,
Primary Calibration Standard Name,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.prov:reagent[ada:reagentRole='primaryStandard'].schema:name,authored,divergent,dual-home decision: analysis-tier value,
Procedural Blank Level,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.ada:proceduralBlankLevel,authored,,analysis-instance (needs mapping) | path from owning module,
Procedure Author,Basic,Read-Only,Text (free),,module,,placement owned by Module Core,
Procedure DOI,N/A,Basic,URI / DOI,,module,,placement owned by Module Core,
Procedure Name,Basic,Read-Only,Text (free),,module,,placement owned by Module Core,
Procedure Reference(s),Advanced,Read-Only,URI / DOI,$MethodDefinition.prov:wasDerivedFrom,inferred,,path from owning module,
Procedure Start Date,Basic,Read-Only,Date,,module,,placement owned by Module Core,
Procedure Reference(s),Advanced,Read-Only,URI / DOI,,module,shared,placement owned by Module Core,
Raster Line Spacing (Mapping Only),Basic,Editable,Text (free),,module,,placement owned by Module LaserAblation (as Ablation Duration per Spot),
Raster Line Spacing (Mapping Only),Basic,Editable,Text (free),,module,,placement owned by Module LaserAblation,
Reaction Gas Flow Rate,Advanced,Editable,Numeric (mL/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
