Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
RF Power,Basic,Editable,Numeric (W),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='RF Power'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
RF Power,Basic,Editable,Numeric (W),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='RF Power'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Coolant (Plasma) Gas Flow Rate,Basic,Editable,Numeric (L/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Coolant Plasma Gas Flow Rate'].schema:defaultValue,authored,shared,,
Coolant (Plasma) Gas Flow Rate,Basic,Editable,Numeric (L/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Coolant Plasma Gas Flow Rate'].schema:value,inferred,shared,dual-home counterpart (tier matrix),
Auxiliary Gas Flow Rate,Basic,Editable,Numeric (L/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Auxiliary Gas Flow Rate'].schema:defaultValue,authored,shared,,
Auxiliary Gas Flow Rate,Basic,Editable,Numeric (L/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Auxiliary Gas Flow Rate'].schema:value,inferred,shared,dual-home counterpart (tier matrix),
Nebulizer Gas Flow Rate,Basic,Editable,Numeric (L/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Nebulizer Gas Flow Rate'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Nebulizer Gas Flow Rate,Basic,Editable,Numeric (L/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Nebulizer Gas Flow Rate'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Make-up Gas and Flow Rate,Advanced,Editable,Numeric (L/min) / Text,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Make-up Gas and Flow Rate'].schema:value,authored,shared,,
Make-up Gas and Flow Rate,Advanced,Editable,Numeric (L/min) / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Make-up Gas and Flow Rate'].schema:defaultValue,authored,shared,,
Plasma Thermal Mode,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='Plasma Thermal Mode'].schema:value,authored,shared,"read-only: fixed protocol value, not a default",
Analyte,Basic,Editable,Text (free),$MethodDefinition.ada:analyteTemplate.ada:defaultAnalytes[],inferred,shared,,defines: analyte
Analysis Sequence,Basic,Read-Only,Text (free),$MethodDefinition.ada:sampleSequenceDesign,inferred,shared,,
Wash Time Between Samples,Basic,Read-Only,Numeric (s),$MethodDefinition.ada:washTimeBetweenSamples,inferred,shared,,
Collision Gas Type,Basic,Read-Only,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Collision Gas Type'].schema:value,authored,shared,,channel
Collision Gas Flow Rate,Basic,Editable,Numeric (mL/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Gas Flow Rate'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Collision Gas Flow Rate,Basic,Editable,Numeric (mL/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Gas Flow Rate'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Cell Exit Discrimination Voltage,Basic,Editable,Numeric (V),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Cell Exit Discrimination Voltage'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Cell Exit Discrimination Voltage,Basic,Editable,Numeric (V),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Cell Exit Discrimination Voltage'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Reaction Gas Type,Advanced,Read-Only,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Type'].schema:value,authored,shared,,channel
Reaction Gas Flow Rate,Advanced,Editable,Numeric (mL/min),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Reaction Gas Flow Rate,Advanced,Editable,Numeric (mL/min),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Internal Standard Element,Basic,Read-Only,Text (free),$MethodDefinition.ada:internalStandardElement,inferred,shared,,
Internal Standard Concentration,Advanced,Read-Only,Numeric (µg/L),$MethodDefinition.schema:additionalProperty[schema:name='Internal Standard Concentration'].schema:value,inferred,shared,,
Oxide Production Method and Threshold,Basic,Read-Only,Text (free),$MethodDefinition.ada:oxideProductionMethodAndThreshold,inferred,shared,,
Oxide Production,N/A,Basic,Text (free),$Dataset.dqv:hasQualityMeasurement[dqv:isMeasurementOf='Oxide production ratio'].dqv:value,authored,shared,,
Per-Analyte Calibration Strategy,Advanced,Read-Only,Controlled list,$MethodDefinition.ada:perAnalyteCalibrationStrategy[],inferred,shared,,analyte
Signal Integration Interval Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:signalIntegrationIntervalMethod,inferred,shared,,
Signal Integration Time,N/A,Basic,Numeric (s),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Signal Integration Time'].schema:value,inferred,shared,,
Blank / Background Correction Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:blankBackgroundCorrectionMethod,inferred,shared,,
Spike / Outlier Filtering Approach,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Spike / Outlier Filtering Approach'].schema:value,authored,shared,,
Spike / Outlier Filtering Approach,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Spike / Outlier Filtering Approach'].schema:defaultValue,authored,shared,,
Isobaric Interference Corrections Applied,Basic,Read-Only,Controlled list,$MethodDefinition.ada:channelTemplate.ada:channelColumns[],authored,,Keyed By: channel (pilot),
Interfering Species,Basic,Read-Only,Text (free),$MethodDefinition.ada:channelTemplate.ada:channelColumns[],authored,,Keyed By: channel (pilot),channel
Interference Correction Method,Basic,Read-Only,Text (free),$MethodDefinition.ada:channelTemplate.ada:channelColumns[],authored,,Keyed By: channel (pilot),channel
Isotope Dilution Data Reduction Method,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Isotope Dilution Data Reduction Method'].schema:value,authored,shared,divergence decision applied,
Memory Effect Mitigation,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Memory Effect Mitigation'].schema:value,authored,shared,,
Memory Effect Mitigation,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Memory Effect Mitigation'].schema:defaultValue,authored,shared,,
Uncertainty Propagation Method,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Uncertainty Propagation Method'].schema:value,authored,shared,,reported property
Uncertainty Propagation Method,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Uncertainty Propagation Method'].schema:defaultValue,authored,shared,,reported property
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Normalization / Standards-Based Correction'].schema:value,authored,shared,,reported property
Normalization / Standards-Based Correction,Advanced,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Normalization / Standards-Based Correction'].schema:defaultValue,authored,shared,,reported property
Primary Calibration Standard Name,Basic,Editable,Text (free),$MethodDefinition.ada:primaryStandardNameDefault,authored,divergent,dual-home decision: protocol default,
Primary Calibration Standard Name,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.prov:reagent[ada:reagentRole='primaryStandard'].schema:name,authored,divergent,dual-home decision: analysis-tier value,
Calibration Standard Measurement Frequency,Basic,Read-Only,Text (free),$MethodDefinition.ada:calibrationMeasurementFrequency,inferred,shared,,
Secondary Reference Materials,Basic,Editable,Text (free),$MethodDefinition.ada:secondaryReferenceMaterialDefault[],authored,divergent,dual-home decision: protocol default,defines: standard
Secondary Reference Materials,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.prov:reagent[ada:reagentRole='referenceMaterial'].schema:name,authored,divergent,dual-home decision: analysis-tier value,defines: standard
Detection Limit,Advanced,Basic,Numeric + unit / Text,$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,reported property
Detection Limit,Advanced,Basic,Numeric + unit / Text,$.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,reported property
Detection Limit Method,Basic,Read-Only,Controlled list,$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,,reported property
Limit of Quantification (LOQ) Method,Advanced,Basic,Controlled list,$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,,reported property
Analytical Accuracy and Assessment Method,Basic,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],inferred,shared,,standard x reported property
Additional Notes,Advanced,Advanced,Text (free),$MethodDefinition.schema:description,authored,shared,dual-home decision: protocol default,
Additional Notes,Advanced,Advanced,Text (free),$Dataset.prov:wasGeneratedBy.schema:description,authored,shared,dual-home decision: analysis-tier value,
Sample Name,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:name,authored,,shared analysis-instance row,defines: sample
Sampling Unit,Basic,Basic,Controlled list / Text,,flagged,,new in this revision (needs mapping),defines: sampling unit
Analytical Mode,Basic,Read-Only,Controlled list,$MethodDefinition.ada:analyticalMode[],authored,,shared procedure row,
Reported Variables and Units,Basic,Read-Only,Text (free),$MethodDefinition.ada:reportedPropertyTemplate.ada:defaultReportedProperties[],authored,,follows the geochronTAPP reported-property pilot — revisit with that workstream,defines: reported property
Uncertainty Level,Basic,Read-Only,Controlled list / Text,,flagged,,new in this revision (needs mapping),
Calibration Factor and Determination Method,Basic,Editable,Text (free),,flagged,,new in this revision (needs mapping),reported property
Procedural Blank Level,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Procedural Blank Level'].schema:value,authored,,shared analysis-instance row,
Analysis Inclusion and Rejection Criteria,Basic,Basic,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Analysis Inclusion and Rejection Criteria'].schema:defaultValue,authored,,data-reduction step parameter,
Constants and Reference Values Used,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:defaultValue,authored,,"data-reduction step parameter, following geochronTAPP",
Constants and Reference Values Used,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:value,authored,,"data-reduction step parameter, following geochronTAPP",
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,flagged,,new in this revision (needs mapping),reported property
Session Identifier,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:identifier,authored,,analysis-session identifier,
Faraday Cup Array Configuration,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),
Faraday Cup Amplifier Resistor Values,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),channel
Faraday Cup Gain Calibration Method,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),channel
Collector Configuration,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),defines: channel per analyte
Number of Blocks per Measurement,Basic,Editable,Integer,,flagged,,new in this revision (needs mapping),
Number of Cycles per Block,Basic,Editable,Integer,,flagged,,new in this revision (needs mapping),
Integration Time per Cycle,Basic,Editable,Numeric (s),,flagged,,new in this revision (needs mapping),channel
Baseline Measurement Approach,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),
Peak Flatness Method and Threshold,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),
Peak Flatness,N/A,Basic,Text (free),,flagged,,new in this revision (needs mapping),
Mass Bias Correction Strategy,Basic,Read-Only,Controlled list,,flagged,,new in this revision (needs mapping),
Mass Fractionation Law,Basic,Read-Only,Controlled list,,flagged,,new in this revision (needs mapping),
Double-Spike Isotope Pair,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),
Double-Spike Mixing Ratio,Advanced,Editable,Text (free),,flagged,,new in this revision (needs mapping),
Double-Spike Inversion Algorithm,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),
Internal Normalization Element and Isotope Ratio,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),
Isotope Ratio Reported,Basic,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),reported property
delta or epsilon Value Reference Standard,N/A,Basic,Text (free),,flagged,,new in this revision (needs mapping),analyte
Error Correlation Between Reported Quantities,Advanced,Basic,Numeric (dimensionless) / Text,,flagged,,new in this revision (needs mapping),pair: reported property
Internal (Within-Measurement) Analytical Precision and Assessment Method,Advanced,Basic,Text (free),,flagged,,new in this revision (needs mapping),sample > sampling unit x reported property
Between-Session (Long-Term) Analytical Precision and Assessment Method,Advanced,Basic,Text (free),,flagged,,new in this revision (needs mapping),standard x reported property
Instrument Manufacturer,Basic,Read-Only,Controlled list,,flagged,,new in this revision (needs mapping),
ICP Tuning,Advanced,Editable,Text (free),,flagged,,new in this revision (needs mapping),
Instrument Warm-up / Session Duration Limit,Advanced,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),
Instrument Sensitivity,N/A,Advanced,Numeric + unit / Text,,flagged,,new in this revision (needs mapping),channel
Ion Counter Dead Time,Basic,Editable,Numeric (ns),,flagged,,new in this revision (needs mapping),channel
Counting Statistics Error,Advanced,Basic,Text (free),,flagged,,new in this revision (needs mapping),sample > sampling unit x reported property
Within-Session Analytical Precision and Assessment Method,Basic,Basic,Text (free),,flagged,,new in this revision (needs mapping),standard x reported property
